model,eval,rung,train,method,family,prr_mean,prr_std,n_seeds,degenerate_seeds,source,method_cells,complete_grid
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,LOO-long,pubmed_qa:257+xsum:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,VERDICT:bestw_vs_bestpooler,verdict,0.2664,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,LOO-long,pubmed_qa:257+xsum:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,VERDICT:attention_vs_fairfloor,verdict,0.0911,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,floor_sum,reference baseline,-0.1377,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,floor_ppl,reference baseline,0.1118,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,floor_min,reference baseline,-0.0246,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,fair_floor,reference baseline,-0.0246,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,saplma,reference baseline,0.4989,0.0123,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,uniform,this project,0.474,0.0015,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,attention,this project,0.5872,0.0024,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,wmsp_norm,this project,0.4367,0.0179,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,wmsp_seg_flat,this project,0.2389,0.0346,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,wmsp_seg_softmax,this project,0.2605,0.0179,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,wmsp_shrink1_5,this project,0.4972,0.0015,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,wmsp_shrink2,this project,0.4879,0.0115,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,wmsp_shrink10,this project,0.4287,0.0209,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,wmsp_blondel,this project,0.4672,0.0346,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,wmsp_shrink2_blondel,this project,0.2804,0.0083,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,wmsp_shrink10_blondel,this project,0.1672,0.0046,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,ptrue,reference baseline,0.3771,0.0273,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,lookback,reference baseline,0.4205,0.0009,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,VERDICT:bestw_vs_fairfloor,verdict,0.536,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,VERDICT:bestw_vs_bestpooler,verdict,-0.0768,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad:1260,VERDICT:attention_vs_fairfloor,verdict,0.6128,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,floor_sum,reference baseline,-0.1377,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,floor_ppl,reference baseline,0.1118,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,floor_min,reference baseline,-0.0246,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,fair_floor,reference baseline,-0.0246,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,saplma,reference baseline,0.2188,0.0112,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,uniform,this project,0.1935,0.0016,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,attention,this project,0.2261,0.0096,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_norm,this project,0.068,0.055,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_seg_flat,this project,0.1265,0.0169,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_seg_softmax,this project,0.1137,0.0201,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_shrink1_5,this project,0.1546,0.0307,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_shrink2,this project,0.1627,0.0184,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_shrink10,this project,0.1738,0.0057,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_blondel,this project,0.1217,0.0295,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_shrink2_blondel,this project,0.1363,0.0068,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,wmsp_shrink10_blondel,this project,0.119,0.0014,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,ptrue,reference baseline,0.2184,0.039,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,lookback,reference baseline,0.1587,0.0176,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,VERDICT:bestw_vs_fairfloor,verdict,0.2033,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,VERDICT:bestw_vs_bestpooler,verdict,-0.0489,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,VERDICT:attention_vs_fairfloor,verdict,0.2523,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_sum,reference baseline,-0.1377,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_ppl,reference baseline,0.1118,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_min,reference baseline,-0.0246,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,fair_floor,reference baseline,-0.0246,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,saplma,reference baseline,0.2933,0.054,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,uniform,this project,0.307,0.0159,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,attention,this project,0.2833,0.0118,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_norm,this project,0.1933,0.031,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_seg_flat,this project,0.0659,0.025,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_seg_softmax,this project,0.1221,0.0226,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink1_5,this project,0.2201,0.0284,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink2,this project,0.2381,0.0162,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink10,this project,0.255,0.0163,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_blondel,this project,0.1688,0.0129,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink2_blondel,this project,0.1822,0.0154,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink10_blondel,this project,0.1295,0.005,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,ptrue,reference baseline,0.0377,0.0487,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,lookback,reference baseline,0.2113,0.0037,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_fairfloor,verdict,0.3044,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_bestpooler,verdict,-0.0331,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:attention_vs_fairfloor,verdict,0.3122,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,floor_sum,reference baseline,-0.1377,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,floor_ppl,reference baseline,0.1118,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,floor_min,reference baseline,-0.0246,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,fair_floor,reference baseline,-0.0246,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,saplma,reference baseline,0.2268,0.0259,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,uniform,this project,0.2974,0.0219,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,attention,this project,0.3057,0.0167,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_norm,this project,0.158,0.0189,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_seg_flat,this project,0.1222,0.0644,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_seg_softmax,this project,0.0811,0.0311,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_shrink1_5,this project,0.1944,0.0318,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_shrink2,this project,0.18,0.0407,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_shrink10,this project,0.2096,0.0211,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_blondel,this project,0.0994,0.0381,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_shrink2_blondel,this project,0.1741,0.0115,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,wmsp_shrink10_blondel,this project,0.1294,0.0043,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,ptrue,reference baseline,0.0417,0.0815,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,lookback,reference baseline,0.1849,0.0139,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,VERDICT:bestw_vs_fairfloor,verdict,0.2469,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,VERDICT:bestw_vs_bestpooler,verdict,-0.1039,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,VERDICT:attention_vs_fairfloor,verdict,0.3509,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,floor_sum,reference baseline,-0.1377,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,floor_ppl,reference baseline,0.1118,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,floor_min,reference baseline,-0.0246,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,fair_floor,reference baseline,-0.0246,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,saplma,reference baseline,0.1749,0.0022,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,uniform,this project,0.1505,0.0019,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,attention,this project,0.174,0.0069,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,wmsp_norm,this project,0.0864,0.0267,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,wmsp_seg_flat,this project,0.1122,0.0227,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,wmsp_seg_softmax,this project,0.1372,0.0225,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,wmsp_shrink1_5,this project,0.1389,0.0127,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,wmsp_shrink2,this project,0.1419,0.0054,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,wmsp_shrink10,this project,0.141,0.005,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,wmsp_blondel,this project,0.1288,0.0197,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,wmsp_shrink2_blondel,this project,0.1212,0.0033,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,wmsp_shrink10_blondel,this project,0.1152,0.0003,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,ptrue,reference baseline,-0.184,0.0137,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,lookback,reference baseline,0.1524,0.0123,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_fairfloor,verdict,0.1695,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_bestpooler,verdict,-0.0311,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum:1800,VERDICT:attention_vs_fairfloor,verdict,0.2006,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,floor_sum,reference baseline,-0.1334,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,floor_ppl,reference baseline,0.1128,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,floor_min,reference baseline,-0.0243,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,fair_floor,reference baseline,-0.0243,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,saplma,reference baseline,0.1205,0.0099,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,uniform,this project,0.0068,0.0289,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,attention,this project,0.0464,0.0114,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_norm,this project,0.0468,0.0335,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_seg_flat,this project,0.1058,0.0152,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_seg_softmax,this project,0.0706,0.0403,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_shrink1_5,this project,-0.0134,0.0396,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_shrink2,this project,-0.0174,0.0582,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_shrink10,this project,0.0447,0.0279,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_blondel,this project,0.1015,0.0128,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_shrink2_blondel,this project,0.1031,0.0194,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_shrink10_blondel,this project,0.1068,0.0022,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,ptrue,reference baseline,-0.0948,0.0697,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,lookback,reference baseline,0.0435,0.1465,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,VERDICT:bestw_vs_fairfloor,verdict,0.1307,,3,,corrected-span master,40,yes
